Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
0.17,0.158,4.0,-17.255,0.0,0.0963,0.945,0.875,0.119,0.149,171.807,deepchill-out
0.294,0.107,9.0,-22.982,0.0,0.0542,0.946,0.921,0.11,0.134,68.168,deepchill-out
0.257,0.119,9.0,-20.702,0.0,0.0557,0.936,0.906,0.111,0.0892,65.39,deepchill-out
0.209,0.136,5.0,-21.937,1.0,0.0509,0.984,0.784,0.11,0.0969,69.938,deepchill-out
0.238,0.184,9.0,-20.146,0.0,0.0432,0.96,0.922,0.0849,0.0646,65.053,deepchill-out
0.251,0.21,2.0,-19.459,1.0,0.0419,0.934,0.924,0.0904,0.0354,70.813,deepchill-out
0.179,0.339,0.0,-15.084,1.0,0.0415,0.784,0.903,0.0872,0.0366,88.209,deepchill-out
0.196,0.477,4.0,-15.57,1.0,0.038,0.715,0.87,0.112,0.0394,66.642,deepchill-out
0.166,0.0882,2.0,-22.611,1.0,0.0365,0.857,0.971,0.104,0.0375,89.59,deepchill-out
0.2,0.244,2.0,-14.847,0.0,0.0404,0.991,0.394,0.0852,0.0381,70.219,deepchill-out
0.282,0.0907,7.0,-24.553,0.0,0.0411,0.994,0.957,0.0992,0.145,69.821,deepchill-out
0.248,0.156,7.0,-17.934,0.0,0.043,0.929,0.837,0.108,0.101,106.195,deepchill-out
0.288,0.0866,9.0,-23.717,0.0,0.0418,0.947,0.841,0.109,0.117,72.086,deepchill-out
0.126,0.2,0.0,-21.12,1.0,0.0313,0.798,0.923,0.109,0.0546,95.059,deepchill-out
0.199,0.128,0.0,-19.9,1.0,0.0376,0.888,0.974,0.108,0.0448,139.662,deepchill-out
0.315,0.0409,6.0,-25.608,0.0,0.0372,0.984,0.972,0.0898,0.12,99.944,deepchill-out
0.19,0.093,9.0,-22.423,0.0,0.038,0.95,0.954,0.103,0.183,132.365,deepchill-out
0.28,0.249,7.0,-20.71,1.0,0.0516,0.806,0.984,0.0913,0.0362,74.154,deepchill-out
0.153,0.235,11.0,-19.376,1.0,0.0446,0.358,0.955,0.111,0.0356,77.731,deepchill-out
0.319,0.266,2.0,-19.628,1.0,0.081,0.81,0.899,0.0986,0.0324,72.516,deepchill-out
0.294,0.256,10.0,-18.68,0.0,0.0414,0.782,0.976,0.11,0.0753,123.767,deepchill-out
0.244,0.181,7.0,-19.975,0.0,0.0381,0.983,0.84,0.116,0.141,90.075,deepchill-out
0.0889,0.138,7.0,-21.522,1.0,0.0494,0.992,0.993,0.0791,0.0328,165.675,deepchill-out
0.326,0.408,11.0,-16.972,1.0,0.0562,0.914,0.938,0.104,0.0384,145.72,deepchill-out
0.281,0.342,0.0,-20.862,1.0,0.0546,0.937,0.919,0.0998,0.351,71.006,deepchill-out
0.263,0.242,1.0,-11.577,1.0,0.0418,0.978,0.97,0.113,0.0505,89.042,deepchill-out
0.205,0.381,7.0,-15.86,1.0,0.0397,0.779,0.942,0.0896,0.0398,78.627,deepchill-out
0.23,0.102,7.0,-19.216,0.0,0.0793,0.995,0.922,0.0713,0.137,135.462,deepchill-out
0.188,0.387,2.0,-14.774,1.0,0.0475,0.792,0.978,0.11,0.0662,97.749,deepchill-out
0.181,0.319,2.0,-11.033,1.0,0.0467,0.902,0.932,0.068,0.0545,69.515,deepchill-out
0.399,0.0439,2.0,-22.712,0.0,0.0359,0.993,0.968,0.114,0.222,180.007,deepchill-out
0.165,0.0408,2.0,-21.81,0.0,0.0448,0.985,0.938,0.0935,0.132,175.434,deepchill-out
0.278,0.0972,11.0,-19.287,0.0,0.0402,0.962,0.908,0.107,0.0727,119.981,deepchill-out
0.359,0.139,2.0,-18.265,0.0,0.0346,0.977,0.834,0.146,0.119,135.837,deepchill-out
0.224,0.108,11.0,-21.449,0.0,0.0441,0.989,0.91,0.0938,0.0507,129.498,deepchill-out
0.159,0.116,9.0,-21.479,0.0,0.0493,0.927,0.917,0.0896,0.0645,74.684,deepchill-out
0.218,0.0437,9.0,-27.408,0.0,0.0432,0.961,0.9,0.0919,0.0517,74.644,deepchill-out
0.173,0.193,0.0,-18.683,0.0,0.037,0.95,0.982,0.112,0.0336,66.009,deepchill-out
0.283,0.218,0.0,-15.124,1.0,0.0486,0.947,0.921,0.0871,0.0376,73.403,deepchill-out
0.259,0.388,4.0,-12.075,0.0,0.0437,0.892,0.957,0.123,0.0944,159.971,deepchill-out
0.0864,0.271,4.0,-16.447,0.0,0.0336,0.891,0.944,0.083,0.16,215.305,deepchill-out
0.204,0.371,4.0,-19.264,0.0,0.0335,0.934,0.855,0.108,0.194,84.928,deepchill-out
0.195,0.244,0.0,-16.076,1.0,0.0379,0.961,0.967,0.104,0.111,63.7,deepchill-out
0.138,0.121,6.0,-20.174,0.0,0.0462,0.959,0.985,0.118,0.0371,72.362,deepchill-out
0.21,0.352,9.0,-14.164,0.0,0.0383,0.953,0.966,0.105,0.033,132.675,deepchill-out
0.287,0.19,3.0,-15.694,1.0,0.0427,0.992,0.747,0.0945,0.098,68.294,deepchill-out
0.31,0.113,7.0,-18.791,0.0,0.042,0.943,0.92,0.105,0.104,72.53,deepchill-out
0.324,0.822,6.0,-13.586,0.0,0.134,0.835,0.974,0.0794,0.0667,80.941,deepchill-out
0.328,0.251,5.0,-16.929,1.0,0.0539,0.994,0.964,0.104,0.0349,72.344,deepchill-out
0.197,0.245,9.0,-19.558,1.0,0.0572,0.89,0.979,0.1,0.0538,65.208,deepchill-out
0.22,0.497,7.0,-12.414,1.0,0.0781,0.352,0.89,0.111,0.0379,184.874,deepchill-out
0.203,0.509,0.0,-14.657,0.0,0.0445,0.872,0.979,0.112,0.175,78.27,deepchill-out
0.105,0.388,5.0,-13.74,1.0,0.0464,0.944,0.991,0.105,0.0333,85.659,deepchill-out
0.194,0.205,10.0,-16.74,1.0,0.0488,0.959,0.947,0.112,0.0237,55.43,deepchill-out
0.209,0.175,9.0,-18.063,1.0,0.0412,0.941,0.684,0.097,0.102,79.097,deepchill-out
0.244,0.147,0.0,-23.359,1.0,0.0455,0.88,0.922,0.118,0.0375,120.271,deepchill-out
0.226,0.152,9.0,-20.816,0.0,0.0464,0.906,0.943,0.11,0.0634,61.783,deepchill-out
0.157,0.154,9.0,-20.069,0.0,0.0463,0.93,0.88,0.123,0.0398,72.351,deepchill-out
0.21,0.122,9.0,-20.092,0.0,0.0441,0.938,0.921,0.111,0.108,118.449,deepchill-out
0.253,0.112,9.0,-23.303,0.0,0.0377,0.867,0.888,0.111,0.0769,74.221,deepchill-out
0.162,0.165,9.0,-23.545,0.0,0.0445,0.878,0.889,0.092,0.038,70.417,deepchill-out
0.111,0.0425,0.0,-26.06,1.0,0.0486,0.941,0.871,0.102,0.053,66.141,deepchill-out
0.272,0.141,0.0,-24.723,1.0,0.0465,0.938,0.921,0.112,0.0774,69.033,deepchill-out
0.236,0.138,9.0,-21.925,0.0,0.0498,0.899,0.967,0.109,0.081,72.759,deepchill-out
0.219,0.0937,9.0,-22.64,0.0,0.0479,0.85,0.753,0.111,0.0374,66.946,deepchill-out
0.213,0.0699,5.0,-24.723,1.0,0.0436,0.98,0.974,0.109,0.0379,70.477,deepchill-out
0.235,0.109,9.0,-24.145,0.0,0.0486,0.892,0.902,0.108,0.0388,76.536,deepchill-out
0.128,0.169,9.0,-21.445,0.0,0.0412,0.933,0.955,0.111,0.0821,82.711,deepchill-out
0.258,0.14,9.0,-25.991,0.0,0.0439,0.895,0.92,0.111,0.115,76.102,deepchill-out
0.255,0.152,9.0,-22.587,0.0,0.0476,0.826,0.919,0.105,0.121,70.865,deepchill-out
0.235,0.252,4.0,-14.945,1.0,0.034,0.869,0.838,0.105,0.0414,71.508,deepchill-out
0.149,0.255,10.0,-20.592,0.0,0.0426,0.907,0.899,0.0961,0.0699,84.559,deepchill-out
0.505,0.325,7.0,-13.069,0.0,0.032,0.524,0.949,0.113,0.213,95.045,deepchill-out
0.293,0.393,2.0,-17.714,0.0,0.0439,0.756,0.974,0.0986,0.0365,116.394,deepchill-out
0.404,0.125,0.0,-21.011,1.0,0.0371,0.801,0.904,0.111,0.27,80.055,deepchill-out
0.148,0.334,0.0,-16.77,1.0,0.0355,0.851,0.956,0.113,0.0322,85.415,deepchill-out
0.749,0.734,7.0,-6.104,1.0,0.145,0.171,0.0,0.18,0.693,112.054,deepchill-out
0.66,0.814,7.0,-6.935,1.0,0.0717,0.102,0.0,0.234,0.354,115.053,deepchill-out
0.738,0.43,10.0,-13.298,1.0,0.0802,0.394,0.000156,0.153,0.243,108.02,deepchill-out
0.591,0.757,7.0,-7.539,1.0,0.0356,0.408,0.000689,0.0875,0.464,95.943,deepchill-out
0.722,0.454,0.0,-12.19,1.0,0.0512,0.683,0.0211,0.139,0.214,114.996,deepchill-out
0.628,0.79,1.0,-5.101,0.0,0.026,0.217,0.000175,0.0881,0.262,104.979,deepchill-out
0.842,0.403,7.0,-9.951,0.0,0.0848,0.281,0.505,0.257,0.384,121.982,deepchill-out
0.67,0.685,4.0,-10.87,0.0,0.0442,0.0616,0.00631,0.178,0.138,119.977,deepchill-out
0.658,0.59,6.0,-12.003,0.0,0.03,0.34,0.831,0.352,0.145,125.022,deepchill-out
0.697,0.656,1.0,-13.181,0.0,0.0461,0.225,0.867,0.119,0.0895,100.01,deepchill-out
0.785,0.525,6.0,-7.556,1.0,0.042,0.669,0.439,0.114,0.251,90.853,deepchill-out
0.677,0.505,10.0,-11.139,1.0,0.0278,0.141,0.718,0.125,0.358,110.008,deepchill-out
0.721,0.407,5.0,-11.513,1.0,0.174,0.651,0.698,0.105,0.168,96.073,deepchill-out
0.847,0.523,8.0,-12.977,0.0,0.11,0.29,0.624,0.111,0.421,110.992,deepchill-out
0.661,0.578,6.0,-9.585,0.0,0.0278,0.0272,1.28e-05,0.0961,0.272,99.949,deepchill-out
0.802,0.76,0.0,-5.531,1.0,0.0441,0.191,2.39e-05,0.164,0.636,118.013,deepchill-out
0.699,0.635,1.0,-6.714,0.0,0.0334,0.036,0.00151,0.109,0.322,101.989,deepchill-out
0.617,0.402,2.0,-11.652,1.0,0.212,0.655,0.0,0.108,0.255,107.889,deepchill-out
0.68,0.829,0.0,-4.962,0.0,0.0802,0.142,0.0,0.149,0.434,105.984,deepchill-out
0.85,0.407,2.0,-10.075,1.0,0.422,0.475,6.58e-06,0.382,0.555,104.06,deepchill-out
0.717,0.741,10.0,-6.645,0.0,0.053,0.155,0.0,0.133,0.188,105.997,deepchill-out
0.4,0.833,11.0,-4.806,0.0,0.126,0.126,0.0,0.104,0.497,115.792,deepchill-out
0.644,0.704,5.0,-7.3,0.0,0.0491,0.292,0.00143,0.136,0.179,97.944,deepchill-out
0.698,0.691,4.0,-5.654,0.0,0.0394,0.397,0.0,0.0684,0.495,109.9,deepchill-out
0.649,0.778,0.0,-8.923,0.0,0.0618,0.0804,9.85e-06,0.245,0.524,121.936,deepchill-out
0.501,0.604,9.0,-8.536,0.0,0.0818,0.305,0.00401,0.103,0.163,118.907,deepchill-out
0.672,0.56,8.0,-12.497,0.0,0.0415,0.193,0.919,0.103,0.179,114.033,deepchill-out
0.552,0.548,1.0,-8.322,0.0,0.0303,0.131,0.0186,0.0942,0.249,155.91,deepchill-out
0.831,0.677,5.0,-5.807,0.0,0.0963,0.274,0.00259,0.103,0.681,100.049,deepchill-out
0.65,0.509,10.0,-8.407,0.0,0.048,0.225,0.000191,0.111,0.298,108.019,deepchill-out
0.702,0.67,8.0,-7.288,0.0,0.111,0.241,1.15e-05,0.202,0.51,118.987,deepchill-out
0.767,0.448,0.0,-10.234,1.0,0.134,0.414,0.00139,0.204,0.285,119.994,deepchill-out
0.667,0.533,7.0,-8.78,1.0,0.0324,0.604,0.000784,0.171,0.198,127.997,deepchill-out
0.704,0.845,1.0,-3.682,0.0,0.0529,0.448,1.67e-05,0.079,0.865,111.943,deepchill-out
0.763,0.618,9.0,-6.22,0.0,0.107,0.312,8.61e-06,0.114,0.183,107.998,deepchill-out
0.793,0.723,1.0,-3.92,0.0,0.0383,0.000585,0.00283,0.0884,0.637,120.007,deepchill-out
0.73,0.608,1.0,-8.256,0.0,0.0329,0.015,3.39e-05,0.224,0.442,119.972,deepchill-out
0.68,0.627,11.0,-7.21,1.0,0.031,0.468,0.00781,0.174,0.258,98.026,deepchill-out
0.658,0.684,2.0,-5.588,0.0,0.0351,0.331,0.000212,0.143,0.57,118.012,deepchill-out
0.713,0.624,8.0,-5.599,1.0,0.0396,0.311,0.0,0.0813,0.336,105.03,deepchill-out
0.624,0.82,6.0,-5.703,0.0,0.0384,0.0804,0.0,0.163,0.726,97.03,deepchill-out
0.517,0.441,1.0,-8.566,1.0,0.227,0.0945,9.01e-05,0.11,0.234,157.402,deepchill-out
0.623,0.575,10.0,-8.461,1.0,0.0298,0.636,0.186,0.194,0.0412,116.023,deepchill-out
0.775,0.587,1.0,-9.304,1.0,0.0302,0.135,8.18e-06,0.346,0.542,107.007,deepchill-out
0.627,0.745,7.0,-6.923,1.0,0.0323,0.0168,0.00302,0.639,0.543,109.961,deepchill-out
0.763,0.671,7.0,-5.494,1.0,0.0415,0.313,0.000513,0.116,0.28,104.983,deepchill-out
0.675,0.828,5.0,-6.619,0.0,0.0395,0.0562,0.00224,0.476,0.346,121.992,deepchill-out
0.679,0.631,3.0,-6.023,0.0,0.0683,0.798,7.89e-05,0.105,0.568,96.086,deepchill-out
0.763,0.636,6.0,-8.402,0.0,0.107,0.0523,0.0,0.0905,0.383,120.025,deepchill-out
0.726,0.656,7.0,-5.831,0.0,0.0273,0.215,0.00325,0.13,0.258,106.006,deepchill-out
0.892,0.504,0.0,-7.357,0.0,0.057,0.444,0.00289,0.119,0.508,120.0,deepchill-out
0.503,0.86,6.0,-5.701,0.0,0.043,0.216,0.497,0.211,0.263,123.912,deepchill-out
0.671,0.666,10.0,-7.794,0.0,0.0452,0.186,0.000328,0.429,0.33,104.999,deepchill-out
0.616,0.668,2.0,-8.242,1.0,0.0384,0.0836,0.00166,0.131,0.143,110.046,deepchill-out
0.663,0.481,4.0,-9.198,0.0,0.294,0.584,0.00239,0.414,0.219,180.055,deepchill-out
0.682,0.947,9.0,-6.895,0.0,0.0497,0.00201,0.757,0.0348,0.621,120.998,deepchill-out
0.632,0.83,7.0,-6.781,0.0,0.0262,0.0264,0.00357,0.0888,0.296,124.992,deepchill-out
0.663,0.673,8.0,-6.384,0.0,0.0583,0.00683,0.0,0.0912,0.756,112.977,deepchill-out
0.751,0.896,10.0,-6.309,0.0,0.279,0.0981,0.000541,0.203,0.367,122.979,deepchill-out
0.591,0.546,9.0,-11.016,1.0,0.0378,0.267,7.68e-05,0.418,0.0625,123.027,deepchill-out
0.63,0.677,4.0,-8.61,0.0,0.039,0.134,0.0165,0.139,0.0349,119.969,deepchill-out
0.648,0.708,10.0,-6.263,1.0,0.0398,0.36,1.46e-06,0.103,0.377,101.974,deepchill-out
0.676,0.619,0.0,-9.497,0.0,0.0354,0.457,0.785,0.202,0.21,118.009,deepchill-out
0.746,0.716,9.0,-6.95,0.0,0.0595,0.227,0.0943,0.196,0.435,108.026,deepchill-out
0.818,0.574,4.0,-6.118,0.0,0.119,0.214,1.73e-06,0.268,0.707,105.038,deepchill-out
0.852,0.45,8.0,-10.496,0.0,0.263,0.377,0.00132,0.0763,0.343,105.949,deepchill-out
0.655,0.813,10.0,-7.689,0.0,0.0505,0.0322,0.00352,0.299,0.308,124.124,deepchill-out
0.499,0.297,6.0,-12.807,0.0,0.152,0.477,0.0829,0.143,0.189,99.995,deepchill-out
0.757,0.646,6.0,-7.428,0.0,0.0712,0.291,0.836,0.109,0.175,118.016,deepchill-out
0.61,0.655,6.0,-8.084,0.0,0.0329,0.281,0.937,0.126,0.0861,102.002,deepchill-out
0.677,0.594,10.0,-7.872,1.0,0.0713,0.849,0.284,0.14,0.183,122.993,deepchill-out
0.705,0.664,2.0,-7.978,1.0,0.0354,0.0948,0.000127,0.378,0.512,109.977,deepchill-out
0.583,0.603,11.0,-8.206,1.0,0.0299,0.0507,0.162,0.154,0.281,100.022,deepchill-out
0.66,0.933,9.0,-4.784,0.0,0.0341,0.0342,0.812,0.193,0.568,123.013,deepchill-out
0.786,0.854,4.0,-4.909,0.0,0.0967,0.132,0.841,0.134,0.714,120.01,deepchill-out
0.794,0.635,9.0,-9.697,1.0,0.039,0.0613,0.00308,0.0962,0.35,117.995,deepchill-out
0.735,0.787,6.0,-6.166,0.0,0.061,0.0419,0.0,0.136,0.469,124.004,deepchill-out
0.69,0.505,0.0,-10.555,1.0,0.0344,0.449,0.00102,0.128,0.214,110.018,deepchill-out
0.71,0.639,4.0,-8.098,0.0,0.0449,0.305,0.0,0.109,0.102,99.961,deepchill-out
0.656,0.806,6.0,-8.739,0.0,0.0338,0.11,0.0111,0.112,0.537,105.017,deepchill-out
0.61,0.51,9.0,-6.405,0.0,0.086,0.0237,3.06e-05,0.106,0.294,75.013,deepchill-out
0.764,0.653,1.0,-6.667,1.0,0.0673,0.164,2.45e-06,0.157,0.434,107.967,deepchill-out
0.782,0.564,8.0,-7.752,0.0,0.226,0.164,0.00689,0.182,0.448,101.058,deepchill-out
0.824,0.728,9.0,-9.069,1.0,0.179,0.37,0.27,0.0856,0.0796,158.059,deepchill-out
0.869,0.549,10.0,-6.673,0.0,0.0578,0.355,0.0,0.0677,0.552,106.963,deepchill-out
0.76,0.679,10.0,-7.966,0.0,0.0354,0.142,0.0814,0.101,0.598,113.989,deepchill-out
0.535,0.468,9.0,-7.958,1.0,0.0287,0.154,0.00106,0.0766,0.13,89.97,deepchill-out
0.599,0.699,1.0,-7.588,0.0,0.1,0.58,0.276,0.108,0.296,120.927,deepchill-out
0.628,0.452,5.0,-12.743,1.0,0.0522,0.488,0.245,0.115,0.141,104.015,deepchill-out
0.843,0.796,1.0,-3.979,0.0,0.0448,0.0802,0.0202,0.0934,0.694,120.045,deepchill-out
0.736,0.76,9.0,-6.036,0.0,0.0537,0.0423,0.114,0.0907,0.272,112.94,deepchill-out
0.445,0.794,11.0,-7.3,0.0,0.23,0.0147,0.03,0.134,0.15,125.07,deepchill-out
0.652,0.522,7.0,-9.97,0.0,0.0352,0.241,0.87,0.152,0.258,90.013,deepchill-out
0.727,0.689,2.0,-5.538,0.0,0.12,0.011,0.0,0.463,0.327,99.991,deepchill-out
0.592,0.691,3.0,-8.354,1.0,0.196,0.156,9.78e-06,0.418,0.0796,99.976,deepchill-out
0.823,0.617,6.0,-5.065,0.0,0.0285,0.0237,0.000197,0.0576,0.778,120.021,deepchill-out
0.822,0.358,11.0,-15.834,0.0,0.113,0.384,0.251,0.1,0.657,164.014,deepchill-out
0.704,0.615,1.0,-6.029,0.0,0.0823,0.133,0.0,0.0807,0.524,160.022,deepchill-out
0.761,0.675,8.0,-7.342,1.0,0.0431,0.188,0.000256,0.0945,0.324,94.994,deepchill-out
0.652,0.754,10.0,-7.201,1.0,0.0724,0.00845,0.0063,0.118,0.219,119.965,deepchill-out
0.591,0.705,9.0,-6.519,0.0,0.079,0.381,0.000116,0.131,0.27,121.799,deepchill-out
0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,deepchill-out
0.717,0.741,10.0,-6.645,0.0,0.053,0.155,0.0,0.133,0.188,105.997,deepchill-out
0.752,0.681,11.0,-6.684,0.0,0.299,0.0195,0.0,0.0353,0.648,73.233,deepchill-out
0.754,0.791,10.0,-4.14,0.0,0.0411,0.00952,0.115,0.311,0.72,122.029,deepchill-out
0.601,0.775,0.0,-4.612,1.0,0.0473,0.269,0.0,0.0883,0.483,119.964,deepchill-out
0.754,0.653,7.0,-5.095,1.0,0.0611,0.0944,0.0,0.383,0.379,123.084,deepchill-out
0.762,0.809,7.0,-6.09,0.0,0.0745,0.0431,9.91e-06,0.0962,0.308,121.952,deepchill-out
0.653,0.932,2.0,-5.34,1.0,0.04,0.0577,0.039,0.563,0.123,125.014,deepchill-out
0.82,0.705,6.0,-5.655,0.0,0.0407,0.00962,8.29e-05,0.343,0.538,125.013,deepchill-out
0.793,0.857,11.0,-5.375,0.0,0.0692,0.08,0.214,0.632,0.308,124.99,deepchill-out
0.509,0.689,1.0,-4.929,0.0,0.102,0.0209,0.0,0.301,0.297,170.087,deepchill-out
0.717,0.702,0.0,-5.78,0.0,0.142,0.0467,0.0,0.268,0.63,117.957,deepchill-out
0.936,0.746,9.0,-4.962,1.0,0.0737,0.033,0.00172,0.0589,0.789,124.981,deepchill-out
0.671,0.91,0.0,-3.621,1.0,0.1,0.00196,0.0316,0.171,0.413,128.036,deepchill-out
0.66,0.814,7.0,-6.935,1.0,0.0717,0.102,0.0,0.234,0.354,115.053,deepchill-out
0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,deepchill-out
0.745,0.825,0.0,-2.298,1.0,0.0599,0.0416,1.05e-05,0.0965,0.668,109.737,deepchill-out
0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,deepchill-out
0.367,0.631,11.0,-6.647,0.0,0.435,0.685,0.0,0.124,0.5,180.059,deepchill-out
0.665,0.691,3.0,-6.683,0.0,0.0698,0.0486,0.0,0.507,0.66,126.09,deepchill-out
0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,deepchill-out
0.551,0.61,6.0,-4.907,0.0,0.0304,0.507,0.0,0.672,0.347,72.486,deepchill-out
0.802,0.76,0.0,-5.531,1.0,0.0441,0.191,2.39e-05,0.164,0.636,118.013,deepchill-out
0.775,0.872,6.0,-4.194,1.0,0.0469,0.033,0.0579,0.298,0.379,122.994,deepchill-out
0.78,0.793,5.0,-5.285,0.0,0.0392,0.0342,0.0425,0.137,0.357,125.998,deepchill-out
0.809,0.673,7.0,-7.377,0.0,0.038,0.0462,0.00557,0.122,0.216,106.997,deepchill-out
0.632,0.803,10.0,-5.77,0.0,0.125,0.00742,1.09e-05,0.404,0.434,123.997,deepchill-out
0.625,0.952,3.0,-1.612,0.0,0.135,0.00326,0.0,0.388,0.371,128.104,deepchill-out
0.675,0.828,5.0,-6.619,0.0,0.0395,0.0562,0.00224,0.476,0.346,121.992,deepchill-out
0.702,0.773,9.0,-5.293,1.0,0.0343,0.00611,0.695,0.412,0.56,124.992,deepchill-out
0.715,0.941,0.0,-2.152,1.0,0.0637,0.0376,0.000488,0.081,0.71,110.01,deepchill-out
0.696,0.796,1.0,-5.084,1.0,0.06,0.236,0.0,0.0543,0.594,96.984,deepchill-out
0.819,0.656,5.0,-5.735,0.0,0.0452,0.0229,2.57e-05,0.202,0.64,122.028,deepchill-out
0.856,0.405,9.0,-8.575,1.0,0.0515,0.0037,0.0,0.109,0.543,121.032,deepchill-out
0.758,0.803,0.0,-5.466,0.0,0.0449,0.115,9.47e-06,0.291,0.769,122.0,deepchill-out
0.777,0.916,11.0,-6.095,0.0,0.0427,0.00756,0.32,0.0511,0.95,124.993,deepchill-out
0.762,0.828,1.0,-2.148,0.0,0.105,0.3,0.0,0.481,0.555,124.198,deepchill-out
0.862,0.688,6.0,-4.743,0.0,0.0425,0.0118,0.0247,0.118,0.423,107.985,deepchill-out
0.63,0.901,8.0,-3.83,1.0,0.0862,0.155,1.26e-05,0.0669,0.782,120.053,deepchill-out
0.751,0.896,10.0,-6.309,0.0,0.279,0.0981,0.000541,0.203,0.367,122.979,deepchill-out
0.602,0.834,2.0,-5.17,0.0,0.0295,0.0246,0.0653,0.105,0.314,125.004,deepchill-out
0.737,0.964,5.0,-3.418,1.0,0.0362,0.0846,0.08,0.0304,0.868,124.969,deepchill-out
0.73,0.608,1.0,-8.256,0.0,0.0329,0.015,3.39e-05,0.224,0.442,119.972,deepchill-out
0.781,0.755,10.0,-4.889,1.0,0.204,0.111,0.0,0.12,0.789,106.033,deepchill-out
0.76,0.47,3.0,-7.022,1.0,0.0359,0.159,0.0,0.112,0.452,103.972,deepchill-out
0.704,0.845,1.0,-3.682,0.0,0.0529,0.448,1.67e-05,0.079,0.865,111.943,deepchill-out
0.782,0.828,5.0,-4.576,0.0,0.0445,0.00556,0.00812,0.21,0.864,123.96,deepchill-out
0.649,0.778,0.0,-8.923,0.0,0.0618,0.0804,9.85e-06,0.245,0.524,121.936,deepchill-out
0.702,0.913,8.0,-4.731,1.0,0.0439,0.101,0.147,0.0914,0.402,110.005,deepchill-out
0.61,0.754,9.0,-6.469,0.0,0.0585,0.135,0.0,0.107,0.357,121.952,deepchill-out
0.706,0.65,0.0,-7.18,1.0,0.0332,0.000524,0.000449,0.11,0.363,103.059,deepchill-out
0.844,0.575,11.0,-7.995,0.0,0.0826,0.0364,2.52e-05,0.166,0.48,120.977,deepchill-out
0.545,0.585,11.0,-10.419,0.0,0.0561,0.000328,0.00715,0.118,0.179,123.732,deepchill-out
0.573,0.881,3.0,-4.688,0.0,0.0331,0.111,0.0,0.222,0.419,128.926,deepchill-out
0.53,0.756,6.0,-3.404,1.0,0.05,0.328,0.0,0.131,0.399,104.912,deepchill-out
0.517,0.793,6.0,-5.851,0.0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,deepchill-out
0.585,0.859,9.0,-6.266,0.0,0.109,0.0191,0.0,0.197,0.335,128.055,deepchill-out
0.619,0.901,11.0,-4.173,0.0,0.0563,0.0975,0.0455,0.178,0.503,123.002,deepchill-out
0.815,0.708,7.0,-6.232,0.0,0.0697,0.532,0.00144,0.143,0.609,108.033,deepchill-out
0.834,0.777,5.0,-4.538,0.0,0.0593,0.22,0.00609,0.335,0.865,129.984,deepchill-out
0.764,0.481,6.0,-8.922,1.0,0.0304,0.08,0.304,0.101,0.629,105.023,deepchill-out
0.827,0.827,0.0,-5.347,1.0,0.115,0.0412,0.00052,0.238,0.532,126.002,deepchill-out
0.652,0.897,7.0,-4.481,0.0,0.036,0.293,0.0,0.0722,0.475,114.033,deepchill-out
0.694,0.809,5.0,-8.182,1.0,0.0445,0.0133,0.000611,0.121,0.387,112.013,deepchill-out
0.663,0.675,2.0,-12.159,1.0,0.0359,0.0863,0.00133,0.117,0.176,101.004,deepchill-out
0.726,0.704,6.0,-5.871,0.0,0.0318,0.0559,1.61e-05,0.132,0.44,113.971,deepchill-out
0.699,0.94,8.0,-5.969,0.0,0.208,0.0853,0.0,0.336,0.652,122.079,deepchill-out
0.664,0.675,4.0,-7.706,0.0,0.0712,0.00145,9.55e-05,0.245,0.654,123.996,deepchill-out
0.802,0.845,5.0,-5.509,0.0,0.0596,0.0343,0.0186,0.335,0.828,123.995,deepchill-out
0.659,0.845,11.0,-7.444,0.0,0.0521,0.0282,0.00524,0.154,0.27,125.01,deepchill-out
0.655,0.64,11.0,-8.259,0.0,0.0596,0.0255,2.83e-06,0.095,0.382,150.063,deepchill-out
0.773,0.699,1.0,-5.982,0.0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,deepchill-out
0.716,0.77,7.0,-6.361,0.0,0.0765,0.427,0.031,0.396,0.505,123.017,deepchill-out
0.624,0.579,11.0,-9.325,0.0,0.0575,0.786,0.0265,0.104,0.279,119.952,deepchill-out
0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,deepchill-out
0.632,0.697,3.0,-6.08,0.0,0.0652,0.0579,0.000226,0.294,0.344,123.966,deepchill-out
0.703,0.66,10.0,-5.119,0.0,0.123,0.137,0.0,0.192,0.79,95.031,deepchill-out
0.647,0.795,1.0,-3.548,0.0,0.0372,0.0635,0.0,0.188,0.409,127.992,deepchill-out
0.768,0.697,9.0,-5.407,0.0,0.0429,0.0441,0.000154,0.0711,0.504,123.971,deepchill-out
0.692,0.724,7.0,-6.669,0.0,0.0294,0.0277,0.000861,0.0852,0.534,125.974,deepchill-out
