Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
0.591,0.914,8.0,-8.258,1.0,0.041,0.143,0.728,0.0855,0.885,127.965,nuelectro
0.604,0.788,4.0,-11.895,0.0,0.0432,0.731,0.0686,0.15,0.582,122.984,nuelectro
0.644,0.932,3.0,-8.533,0.0,0.0813,0.145,0.826,0.138,0.663,124.668,nuelectro
0.787,0.605,9.0,-7.435,1.0,0.0465,0.0638,0.128,0.0918,0.72,91.001,nuelectro
0.912,0.782,5.0,-9.336,0.0,0.0446,0.197,0.000326,0.0914,0.967,125.035,nuelectro
0.719,0.777,10.0,-9.085,0.0,0.045,0.568,0.683,0.105,0.546,150.023,nuelectro
0.771,0.903,0.0,-5.688,1.0,0.0551,0.00438,0.481,0.333,0.879,123.014,nuelectro
0.68,0.61,0.0,-9.465,1.0,0.0477,0.0275,0.0139,0.343,0.269,122.496,nuelectro
0.717,0.782,11.0,-6.962,1.0,0.0653,0.0095,0.845,0.135,0.73,173.523,nuelectro
0.758,0.907,7.0,-4.795,1.0,0.0769,0.0151,0.246,0.0711,0.368,175.993,nuelectro
0.881,0.742,5.0,-5.961,1.0,0.0525,0.33,0.556,0.106,0.973,141.04,nuelectro
0.682,0.883,5.0,-9.154,1.0,0.0451,0.00551,0.839,0.455,0.698,107.041,nuelectro
0.713,0.461,1.0,-12.782,1.0,0.0439,0.0111,0.706,0.218,0.244,95.913,nuelectro
0.889,0.563,1.0,-10.659,1.0,0.338,0.105,0.884,0.074,0.804,118.796,nuelectro
0.769,0.931,5.0,-5.289,0.0,0.0495,0.598,0.0173,0.115,0.874,123.974,nuelectro
0.612,0.719,7.0,-6.451,1.0,0.287,0.542,7.76e-06,0.0424,0.893,201.978,nuelectro
0.752,0.665,9.0,-11.726,0.0,0.0501,0.402,0.932,0.0734,0.0946,124.985,nuelectro
0.661,0.49,7.0,-10.923,1.0,0.0305,0.62,0.495,0.296,0.599,104.281,nuelectro
0.182,0.849,1.0,-9.809,1.0,0.0381,0.00637,0.942,0.302,0.223,165.928,nuelectro
0.745,0.924,5.0,-6.872,0.0,0.0558,0.00516,0.777,0.0439,0.871,115.991,nuelectro
0.542,0.749,6.0,-8.333,0.0,0.0277,0.173,0.942,0.315,0.674,94.031,nuelectro
0.621,0.807,8.0,-8.963,0.0,0.0363,0.07,0.169,0.0737,0.557,118.028,nuelectro
0.772,0.451,0.0,-12.242,1.0,0.0551,0.501,0.7,0.213,0.558,96.086,nuelectro
0.561,0.33,5.0,-13.51,1.0,0.0268,0.76,0.134,0.106,0.378,79.01,nuelectro
0.646,0.898,7.0,-9.979,1.0,0.0434,0.0149,0.885,0.225,0.38,90.013,nuelectro
0.62,0.42,7.0,-10.248,1.0,0.0303,0.156,0.292,0.339,0.269,88.666,nuelectro
0.672,0.457,2.0,-6.29,0.0,0.0298,0.615,0.000105,0.124,0.665,100.076,nuelectro
0.747,0.68,1.0,-6.187,1.0,0.0346,0.0107,0.803,0.0964,0.594,93.804,nuelectro
0.954,0.777,2.0,-7.935,0.0,0.0422,0.0541,0.786,0.111,0.952,122.32,nuelectro
0.687,0.646,1.0,-13.639,1.0,0.0462,0.421,0.41,0.362,0.571,113.989,nuelectro
0.465,0.844,1.0,-4.352,0.0,0.0379,0.00109,0.399,0.0865,0.155,170.358,nuelectro
0.546,0.613,10.0,-7.938,0.0,0.048,0.16,0.00403,0.13,0.446,68.172,nuelectro
0.687,0.753,0.0,-5.468,1.0,0.0276,0.015,0.001,0.264,0.423,120.024,nuelectro
0.631,0.586,7.0,-9.104,0.0,0.0306,0.216,0.638,0.117,0.439,138.031,nuelectro
0.774,0.244,9.0,-9.748,0.0,0.0299,0.72,0.915,0.379,0.421,103.464,nuelectro
0.844,0.572,6.0,-7.85,1.0,0.0866,0.434,0.83,0.54,0.754,106.005,nuelectro
0.779,0.656,10.0,-7.058,1.0,0.0424,0.84,0.0,0.131,0.838,134.976,nuelectro
0.6,0.432,4.0,-9.673,0.0,0.05,0.191,0.0471,0.114,0.276,71.974,nuelectro
0.756,0.747,4.0,-6.9,0.0,0.0357,0.00872,0.137,0.0768,0.358,115.019,nuelectro
0.888,0.54,9.0,-9.361,1.0,0.0572,0.0473,0.706,0.0492,0.248,118.003,nuelectro
0.819,0.564,2.0,-7.02,0.0,0.0519,0.0453,0.684,0.225,0.427,110.083,nuelectro
0.617,0.553,4.0,-9.154,0.0,0.0261,0.713,0.488,0.151,0.55,87.001,nuelectro
0.792,0.45,6.0,-8.346,1.0,0.0362,0.0382,0.0657,0.108,0.337,107.027,nuelectro
0.864,0.84,9.0,-6.565,1.0,0.045,0.0116,0.371,0.0482,0.564,120.0,nuelectro
0.921,0.442,11.0,-7.348,1.0,0.0523,0.0044,0.168,0.0681,0.6,122.005,nuelectro
0.724,0.63,9.0,-5.029,0.0,0.0336,0.0235,0.776,0.0613,0.706,119.967,nuelectro
0.939,0.402,9.0,-6.131,0.0,0.0588,0.239,0.0,0.119,0.882,101.02,nuelectro
0.734,0.603,7.0,-9.155,1.0,0.0408,0.008,0.809,0.108,0.406,119.99,nuelectro
0.871,0.501,9.0,-8.779,0.0,0.0572,0.535,0.233,0.107,0.801,119.925,nuelectro
0.636,0.506,7.0,-8.638,1.0,0.0658,0.325,0.0082,0.678,0.376,79.958,nuelectro
0.643,0.883,2.0,-6.157,1.0,0.0303,0.141,0.944,0.217,0.421,102.016,nuelectro
0.864,0.817,10.0,-4.375,0.0,0.0385,0.263,0.563,0.0895,0.955,124.999,nuelectro
0.759,0.598,2.0,-10.16,0.0,0.036,0.067,0.00659,0.0517,0.473,110.005,nuelectro
0.89,0.562,9.0,-8.794,1.0,0.0539,0.0474,0.692,0.0502,0.25,117.991,nuelectro
0.742,0.856,2.0,-8.44,0.0,0.0405,0.0392,0.538,0.0948,0.963,109.675,nuelectro
0.671,0.625,11.0,-8.088,0.0,0.0983,0.507,0.000669,0.0787,0.876,169.96,nuelectro
0.753,0.699,1.0,-6.707,1.0,0.051,0.000969,0.41,0.477,0.891,95.997,nuelectro
0.754,0.852,7.0,-8.123,1.0,0.0598,0.0995,0.849,0.0661,0.604,101.673,nuelectro
0.783,0.411,8.0,-19.591,0.0,0.087,0.0973,0.697,0.0599,0.85,100.897,nuelectro
0.78,0.654,1.0,-11.132,1.0,0.0634,0.0162,0.881,0.0991,0.506,109.999,nuelectro
0.663,0.705,8.0,-6.725,1.0,0.0307,0.00987,0.731,0.39,0.665,150.068,nuelectro
0.725,0.655,1.0,-8.839,1.0,0.0384,0.0417,0.843,0.114,0.0792,122.058,nuelectro
0.808,0.694,4.0,-11.305,0.0,0.0524,0.322,0.00125,0.109,0.73,100.138,nuelectro
0.775,0.77,8.0,-8.525,0.0,0.0446,0.0242,0.909,0.0915,0.852,119.8,nuelectro
0.621,0.807,8.0,-8.963,0.0,0.0363,0.07,0.169,0.0737,0.557,118.028,nuelectro
0.534,0.858,10.0,-9.796,0.0,0.035,0.0514,0.92,0.113,0.496,89.007,nuelectro
0.684,0.735,7.0,-8.777,1.0,0.0612,0.0245,0.00152,0.168,0.66,110.917,nuelectro
0.618,0.712,0.0,-9.579,0.0,0.0298,0.00135,0.681,0.117,0.606,119.959,nuelectro
0.766,0.832,10.0,-7.699,0.0,0.036,0.422,0.845,0.0971,0.947,112.005,nuelectro
0.675,0.808,0.0,-4.837,0.0,0.0522,0.0188,0.54,0.0835,0.651,114.984,nuelectro
0.641,0.452,7.0,-12.946,0.0,0.0406,0.113,0.473,0.0852,0.522,80.017,nuelectro
0.777,0.601,0.0,-11.159,1.0,0.0396,0.352,0.808,0.101,0.973,120.005,nuelectro
0.678,0.656,0.0,-6.785,1.0,0.0405,0.127,0.771,0.104,0.74,118.007,nuelectro
0.796,0.882,11.0,-9.113,1.0,0.0426,0.0472,0.81,0.105,0.602,122.03,nuelectro
0.645,0.955,6.0,-7.633,1.0,0.0429,0.00257,0.827,0.122,0.476,125.046,nuelectro
0.675,0.472,9.0,-10.777,0.0,0.0303,0.331,0.106,0.186,0.494,125.97,nuelectro
0.754,0.825,8.0,-9.347,0.0,0.22,0.366,0.875,0.096,0.712,128.685,nuelectro
0.603,0.942,1.0,-8.05,0.0,0.0587,0.135,0.371,0.16,0.542,114.742,nuelectro
0.658,0.627,4.0,-13.235,0.0,0.0615,0.00673,0.872,0.125,0.122,119.999,nuelectro
0.804,0.928,2.0,-6.551,1.0,0.0957,0.0249,0.63,0.363,0.572,108.038,nuelectro
0.606,0.955,1.0,-6.547,1.0,0.0655,0.0965,0.757,0.332,0.419,107.986,nuelectro
0.696,0.777,1.0,-11.069,1.0,0.0798,0.054,0.482,0.0688,0.719,122.157,nuelectro
0.748,0.693,11.0,-9.202,0.0,0.0294,0.121,0.745,0.0903,0.626,120.016,nuelectro
0.59,0.919,7.0,-10.673,0.0,0.0313,0.0864,0.922,0.192,0.742,104.01,nuelectro
0.708,0.805,10.0,-13.098,0.0,0.0371,0.105,0.921,0.121,0.586,120.033,nuelectro
0.823,0.745,7.0,-11.218,1.0,0.087,0.00856,0.502,0.146,0.74,125.037,nuelectro
0.769,0.485,2.0,-10.267,0.0,0.0448,0.255,0.905,0.12,0.416,87.007,nuelectro
0.712,0.819,10.0,-7.978,0.0,0.0569,0.012,0.932,0.117,0.764,120.0,nuelectro
0.791,0.798,1.0,-8.951,1.0,0.0493,0.000737,0.859,0.085,0.744,124.985,nuelectro
0.624,0.705,11.0,-8.468,0.0,0.0274,0.00879,0.628,0.103,0.4,120.016,nuelectro
0.771,0.903,0.0,-5.688,1.0,0.0551,0.00438,0.481,0.333,0.879,123.014,nuelectro
0.728,0.92,8.0,-7.188,0.0,0.0372,0.000329,0.689,0.155,0.75,111.997,nuelectro
0.7,0.656,1.0,-13.152,1.0,0.05,0.128,0.58,0.135,0.217,119.982,nuelectro
0.591,0.844,11.0,-8.897,0.0,0.0515,0.274,0.0312,0.531,0.825,165.337,nuelectro
0.731,0.803,1.0,-5.872,1.0,0.0393,0.0636,0.892,0.242,0.941,126.983,nuelectro
0.708,0.688,0.0,-13.666,0.0,0.0336,0.009,9.84e-06,0.227,0.891,117.988,nuelectro
0.809,0.618,4.0,-6.973,0.0,0.0494,0.000253,0.89,0.421,0.71,124.981,nuelectro
0.738,0.592,10.0,-11.487,1.0,0.0405,0.00341,0.864,0.111,0.163,125.002,nuelectro
0.721,0.929,0.0,-8.13,1.0,0.0456,0.0657,0.89,0.0665,0.527,124.98,nuelectro
0.884,0.421,10.0,-12.719,0.0,0.403,0.254,0.863,0.167,0.663,110.992,nuelectro
0.611,0.669,8.0,-9.202,1.0,0.0291,0.263,0.449,0.315,0.774,122.983,nuelectro
0.665,0.769,4.0,-8.899,0.0,0.0312,0.0459,0.615,0.0764,0.718,121.99,nuelectro
0.637,0.696,7.0,-8.466,0.0,0.036,0.361,0.856,0.13,0.515,132.034,nuelectro
0.781,0.858,6.0,-7.383,0.0,0.0447,0.0579,0.882,0.107,0.127,124.013,nuelectro
0.662,0.571,0.0,-9.385,1.0,0.0411,0.0183,0.514,0.119,0.329,109.941,nuelectro
0.642,0.713,1.0,-8.235,1.0,0.0541,0.123,0.935,0.173,0.714,113.974,nuelectro
0.416,0.922,1.0,-8.164,1.0,0.0514,0.305,0.117,0.0678,0.673,154.044,nuelectro
0.803,0.789,5.0,-10.683,0.0,0.0503,0.0138,0.869,0.453,0.419,115.008,nuelectro
0.773,0.839,7.0,-8.191,1.0,0.0978,0.000466,0.798,0.105,0.569,114.911,nuelectro
0.434,0.738,4.0,-10.351,0.0,0.12,0.315,0.527,0.0493,0.158,77.262,nuelectro
0.618,0.832,2.0,-7.432,0.0,0.0353,0.293,0.329,0.144,0.871,131.997,nuelectro
0.746,0.457,10.0,-16.055,0.0,0.0463,0.123,0.0124,0.135,0.672,120.984,nuelectro
0.687,0.812,10.0,-6.67,0.0,0.0444,0.256,0.189,0.162,0.837,128.056,nuelectro
0.747,0.868,11.0,-9.335,0.0,0.0414,0.419,0.503,0.173,0.491,124.061,nuelectro
0.472,0.802,10.0,-10.376,0.0,0.168,0.315,0.0135,0.128,0.762,153.941,nuelectro
0.707,0.743,5.0,-12.212,0.0,0.0694,0.563,0.773,0.19,0.6,125.003,nuelectro
0.588,0.917,1.0,-8.121,1.0,0.04,0.135,0.691,0.0921,0.898,128.01,nuelectro
0.822,0.982,2.0,-4.682,1.0,0.0508,0.0235,0.852,0.0715,0.427,121.693,nuelectro
0.502,0.805,6.0,-14.955,0.0,0.0402,0.476,0.85,0.31,0.671,124.047,nuelectro
0.585,0.883,5.0,-4.969,0.0,0.0294,0.000491,0.0575,0.252,0.934,113.389,nuelectro
0.8,0.561,9.0,-11.449,0.0,0.0694,0.387,0.888,0.106,0.463,116.998,nuelectro
0.603,0.473,2.0,-13.539,0.0,0.0517,0.229,0.00384,0.151,0.279,109.896,nuelectro
0.58,0.662,5.0,-11.761,0.0,0.0352,0.0366,0.0197,0.105,0.971,150.182,nuelectro
0.658,0.894,10.0,-10.424,0.0,0.0423,1.86e-05,0.916,0.0727,0.273,120.01,nuelectro
0.805,0.693,9.0,-10.266,0.0,0.0409,0.0605,0.831,0.06,0.861,120.023,nuelectro
0.812,0.661,0.0,-5.675,0.0,0.0391,0.665,0.0365,0.0884,0.933,109.995,nuelectro
0.695,0.496,1.0,-13.097,0.0,0.0523,0.526,0.853,0.4,0.591,104.018,nuelectro
0.6,0.671,10.0,-8.322,1.0,0.036,0.000479,0.909,0.116,0.572,124.021,nuelectro
0.843,0.444,1.0,-13.942,1.0,0.121,0.0129,0.339,0.316,0.205,121.888,nuelectro
0.742,0.601,6.0,-12.837,1.0,0.0541,0.544,0.907,0.0946,0.834,120.007,nuelectro
0.797,0.649,9.0,-12.059,0.0,0.0991,0.151,0.853,0.13,0.0754,117.734,nuelectro
0.637,0.56,5.0,-9.319,0.0,0.04,0.0271,0.49,0.128,0.735,89.507,nuelectro
0.806,0.441,11.0,-11.072,0.0,0.0553,0.0134,0.898,0.0611,0.665,125.008,nuelectro
0.752,0.665,9.0,-11.726,0.0,0.0501,0.402,0.932,0.0734,0.0946,124.985,nuelectro
0.608,0.368,0.0,-10.619,1.0,0.0357,0.546,0.869,0.0896,0.608,85.962,nuelectro
0.662,0.721,2.0,-8.001,0.0,0.0359,0.336,0.92,0.0607,0.598,92.478,nuelectro
0.781,0.432,4.0,-10.023,0.0,0.0447,0.00136,0.721,0.0808,0.725,124.99,nuelectro
0.719,0.877,7.0,-6.067,1.0,0.057,0.103,0.901,0.0977,0.552,113.002,nuelectro
0.711,0.621,2.0,-12.347,0.0,0.039,0.238,0.586,0.0913,0.593,120.0,nuelectro
0.729,0.46,5.0,-8.94,0.0,0.0341,0.00448,0.169,0.129,0.653,98.004,nuelectro
0.806,0.184,10.0,-19.061,0.0,0.224,0.0197,0.913,0.0729,0.488,122.013,nuelectro
0.761,0.562,0.0,-8.287,0.0,0.0552,0.287,0.879,0.107,0.522,93.973,nuelectro
0.504,0.757,0.0,-11.395,1.0,0.0347,0.697,0.912,0.114,0.479,105.421,nuelectro
0.682,0.914,10.0,-7.095,0.0,0.0342,0.0644,0.819,0.134,0.683,120.006,nuelectro
0.83,0.595,11.0,-6.662,1.0,0.0471,0.11,0.000426,0.116,0.634,124.992,nuelectro
0.632,0.821,0.0,-5.914,0.0,0.0331,0.0356,0.000196,0.142,0.679,110.982,nuelectro
0.617,0.669,7.0,-9.256,0.0,0.128,0.131,0.855,0.089,0.523,194.047,nuelectro
0.58,0.503,8.0,-17.088,0.0,0.0413,0.278,0.905,0.109,0.283,98.021,nuelectro
0.747,0.45,10.0,-16.494,0.0,0.0638,0.098,0.887,0.0856,0.647,143.248,nuelectro
0.648,0.833,7.0,-8.557,1.0,0.0407,0.698,0.897,0.0729,0.614,93.545,nuelectro
0.565,0.713,11.0,-7.251,0.0,0.0306,0.109,0.00633,0.0941,0.238,126.702,nuelectro
0.601,0.622,6.0,-9.604,0.0,0.0292,0.305,0.887,0.136,0.717,114.06,nuelectro
0.389,0.722,1.0,-7.456,1.0,0.0383,0.404,1.21e-05,0.368,0.688,123.828,nuelectro
0.588,0.941,2.0,-8.36,1.0,0.0361,0.524,0.671,0.33,0.682,95.027,nuelectro
0.687,0.8,0.0,-7.682,1.0,0.0327,0.0747,0.377,0.12,0.944,147.028,nuelectro
0.806,0.664,6.0,-8.452,1.0,0.0344,0.0149,0.84,0.135,0.35,109.995,nuelectro
0.847,0.672,7.0,-7.997,1.0,0.0997,0.0273,0.86,0.0746,0.605,123.442,nuelectro
0.547,0.87,11.0,-5.098,0.0,0.0286,0.00494,3.48e-05,0.161,0.514,99.014,metalguitar
0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,metalguitar
0.573,0.913,6.0,-4.793,0.0,0.132,0.0591,0.00173,0.156,0.422,115.715,metalguitar
0.501,0.889,4.0,-5.175,1.0,0.0364,0.000147,0.0114,0.217,0.257,133.519,metalguitar
0.38,0.76,9.0,-10.961,1.0,0.0378,0.00298,0.0294,0.104,0.491,99.437,metalguitar
0.219,0.928,11.0,-9.997,0.0,0.0697,0.001,2.43e-06,0.341,0.446,197.462,metalguitar
0.653,0.73,5.0,-10.613,1.0,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,metalguitar
0.294,0.745,5.0,-9.138,1.0,0.0461,0.05,0.125,0.676,0.347,134.364,metalguitar
0.653,0.966,9.0,-4.236,0.0,0.0598,0.00287,0.0026,0.143,0.874,126.921,metalguitar
0.42,0.974,1.0,-4.706,1.0,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,metalguitar
0.323,0.879,9.0,-7.257,1.0,0.114,0.00305,0.00431,0.1,0.522,155.588,metalguitar
0.418,0.668,6.0,-11.297,0.0,0.082,0.000143,0.00113,0.173,0.379,162.663,metalguitar
0.356,0.866,4.0,-8.529,1.0,0.0793,0.0632,0.00573,0.137,0.668,177.137,metalguitar
0.366,0.931,0.0,-8.349,1.0,0.0609,0.00127,0.00213,0.305,0.559,141.162,metalguitar
0.525,0.891,0.0,-3.373,1.0,0.0347,0.0598,0.000111,0.183,0.784,122.509,metalguitar
0.497,0.753,7.0,-4.979,1.0,0.0327,0.03,1.06e-05,0.149,0.346,78.574,metalguitar
0.436,0.657,5.0,-8.868,1.0,0.0541,0.00975,0.00748,0.0931,0.21,118.693,metalguitar
0.421,0.677,4.0,-6.183,1.0,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,metalguitar
0.502,0.931,5.0,-4.686,1.0,0.174,0.697,3.92e-06,0.281,0.903,166.407,metalguitar
0.442,0.951,11.0,-5.27,1.0,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,metalguitar
0.684,0.597,2.0,-8.339,1.0,0.0353,0.369,7.24e-05,0.127,0.712,115.092,metalguitar
0.616,0.612,0.0,-11.084,1.0,0.0275,0.169,0.434,0.101,0.897,114.558,metalguitar
0.63,0.885,9.0,-10.198,1.0,0.0412,0.265,0.00167,0.171,0.653,145.588,metalguitar
0.643,0.526,1.0,-15.147,0.0,0.0349,0.214,4.21e-06,0.069,0.881,105.922,metalguitar
0.487,0.429,2.0,-10.247,1.0,0.0273,0.118,4.21e-05,0.307,0.449,150.053,metalguitar
0.674,0.686,2.0,-11.927,1.0,0.0597,0.29,0.00322,0.189,0.814,124.204,metalguitar
0.232,0.82,0.0,-9.332,1.0,0.0441,0.000577,0.164,0.0678,0.511,150.434,metalguitar
0.455,0.765,7.0,-11.99,1.0,0.041,0.157,0.212,0.244,0.288,94.851,metalguitar
0.644,0.939,11.0,-3.479,0.0,0.0447,0.149,0.0,0.227,0.882,106.013,metalguitar
0.493,0.586,2.0,-13.916,1.0,0.046,0.0202,0.00106,0.102,0.656,113.618,metalguitar
0.459,0.727,0.0,-11.777,1.0,0.0303,0.00614,0.065,0.384,0.954,149.229,metalguitar
0.624,0.806,2.0,-11.158,1.0,0.0636,0.0167,0.0551,0.0568,0.716,111.724,metalguitar
0.443,0.955,8.0,-8.066,1.0,0.0741,0.0222,0.361,0.297,0.333,123.423,metalguitar
0.45,0.904,6.0,-7.736,1.0,0.046,0.0872,0.108,0.102,0.689,125.072,metalguitar
0.147,0.993,5.0,-2.491,1.0,0.173,0.0401,4.21e-05,0.663,0.213,175.018,metalguitar
0.209,0.834,1.0,-7.986,0.0,0.0617,0.0284,0.396,0.8,0.563,105.475,metalguitar
0.152,0.722,7.0,-6.442,1.0,0.0448,0.206,0.0067,0.719,0.359,80.148,metalguitar
0.55,0.953,2.0,-3.65,1.0,0.0343,5.4e-05,0.927,0.118,0.364,129.987,metalguitar
0.46,0.951,2.0,-6.869,1.0,0.108,0.00285,0.833,0.0523,0.336,108.005,metalguitar
0.453,0.788,7.0,-5.712,1.0,0.0326,0.00283,0.000119,0.441,0.793,126.737,metalguitar
0.623,0.709,1.0,-9.818,0.0,0.0636,0.102,0.0,0.0967,0.948,122.394,metalguitar
0.361,0.975,0.0,-4.119,0.0,0.0716,0.0129,0.000516,0.0476,0.492,173.32,metalguitar
0.58,0.634,7.0,-11.058,1.0,0.0252,0.145,0.000984,0.329,0.935,97.919,metalguitar
0.539,0.597,7.0,-9.581,1.0,0.0258,0.0108,0.00552,0.134,0.251,139.444,metalguitar
0.538,0.872,4.0,-7.658,0.0,0.0361,0.000608,0.573,0.0946,0.593,105.102,metalguitar
0.258,0.907,7.0,-7.287,1.0,0.112,0.0183,0.201,0.11,0.317,113.679,metalguitar
0.444,0.703,7.0,-9.443,1.0,0.0641,0.00112,0.0761,0.127,0.419,106.228,metalguitar
0.579,0.824,6.0,-8.71,0.0,0.03,0.00206,0.00903,0.059,0.635,123.331,metalguitar
0.334,0.986,4.0,-1.046,0.0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,metalguitar
0.48,0.875,1.0,-5.898,1.0,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,metalguitar
0.5,0.832,4.0,-6.281,0.0,0.0325,8.36e-05,0.00655,0.0924,0.553,120.066,metalguitar
0.687,0.685,7.0,-5.854,1.0,0.0367,0.00145,0.0,0.0657,0.359,123.147,metalguitar
0.424,0.878,8.0,-7.622,1.0,0.0585,0.00221,0.0,0.0834,0.165,112.029,metalguitar
0.402,0.898,11.0,-6.467,0.0,0.0316,8.86e-06,8.89e-05,0.279,0.675,132.092,metalguitar
0.475,0.915,9.0,-3.565,1.0,0.0608,0.0152,0.00162,0.349,0.59,137.239,metalguitar
0.29,0.816,2.0,-3.548,0.0,0.0388,0.0341,0.00344,0.446,0.365,108.051,metalguitar
0.361,0.696,6.0,-6.813,1.0,0.0383,0.000641,0.636,0.137,0.159,145.847,metalguitar
0.485,0.641,0.0,-12.316,1.0,0.0395,0.00107,0.000959,0.296,0.699,125.806,metalguitar
0.741,0.58,4.0,-9.05,1.0,0.0304,0.117,3.31e-05,0.212,0.944,127.402,metalguitar
0.479,0.601,7.0,-8.806,1.0,0.0318,0.0832,0.00142,0.11,0.669,124.966,metalguitar
0.406,0.889,10.0,-9.264,0.0,0.0542,0.00619,4.18e-06,0.323,0.286,104.952,metalguitar
0.931,0.528,5.0,-6.511,0.0,0.164,0.0953,0.353,0.136,0.787,109.962,metalguitar
0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,metalguitar
0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,metalguitar
0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,metalguitar
0.516,0.91,7.0,-8.865,1.0,0.0608,0.00103,0.813,0.057,0.367,140.858,metalguitar
0.534,0.818,7.0,-7.168,0.0,0.0516,0.00227,0.000359,0.21,0.641,117.349,metalguitar
0.291,0.974,6.0,-2.997,0.0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,metalguitar
0.554,0.981,1.0,-2.645,0.0,0.132,0.00599,0.0,0.199,0.726,101.81,metalguitar
0.549,0.916,4.0,-4.185,0.0,0.034,0.0049,0.123,0.104,0.632,127.131,metalguitar
0.491,0.738,2.0,-7.04,1.0,0.0332,0.0146,0.16,0.2,0.506,148.002,metalguitar
0.684,0.698,9.0,-6.219,1.0,0.041,0.332,5.16e-06,0.122,0.839,132.846,metalguitar
0.392,0.691,5.0,-9.685,1.0,0.0349,0.344,0.379,0.282,0.143,117.504,metalguitar
0.466,0.896,1.0,-3.143,1.0,0.0498,0.465,0.115,0.312,0.505,115.651,metalguitar
0.514,0.292,9.0,-11.768,0.0,0.0291,0.827,0.00223,0.0926,0.157,90.459,metalguitar
0.416,0.647,9.0,-13.074,1.0,0.0283,0.00258,0.732,0.181,0.939,168.152,metalguitar
0.658,0.809,5.0,-10.115,0.0,0.031,0.21,0.794,0.0597,0.748,98.181,metalguitar
0.553,0.838,0.0,-5.824,1.0,0.0317,0.123,3.01e-05,0.053,0.821,129.893,metalguitar
0.552,0.948,2.0,-4.896,1.0,0.15,0.000461,0.00031,0.0607,0.502,127.473,metalguitar
0.623,0.529,0.0,-12.419,1.0,0.0353,0.17,0.0201,0.489,0.603,132.74,metalguitar
0.749,0.572,5.0,-8.338,1.0,0.0404,0.198,0.00347,0.0962,0.859,105.249,metalguitar
0.552,0.651,4.0,-10.624,0.0,0.229,0.00494,0.0349,0.132,0.533,161.548,metalguitar
0.546,0.864,7.0,-7.632,1.0,0.0393,0.0908,0.00814,0.277,0.863,145.652,metalguitar
0.63,0.788,5.0,-6.7,1.0,0.0298,0.00322,0.0237,0.0883,0.63,120.059,metalguitar
0.601,0.859,5.0,-5.263,1.0,0.0276,0.000359,0.00124,0.0871,0.446,125.145,metalguitar
0.457,0.48,9.0,-15.776,1.0,0.03,0.38,0.016,0.142,0.683,157.967,metalguitar
0.611,0.916,10.0,-7.604,0.0,0.132,0.00374,0.00148,0.463,0.676,120.005,metalguitar
0.389,0.641,4.0,-9.623,0.0,0.0328,0.00126,0.000943,0.18,0.546,203.015,metalguitar
0.304,0.852,9.0,-11.327,1.0,0.0896,1.24e-05,0.000693,0.0799,0.284,102.187,metalguitar
0.361,0.728,6.0,-8.519,1.0,0.0368,0.000291,0.000112,0.0701,0.155,105.768,metalguitar
0.426,0.618,0.0,-6.939,1.0,0.037,0.442,0.0,0.0972,0.245,151.35,metalguitar
0.695,0.817,5.0,-8.406,1.0,0.0341,0.154,0.171,0.144,0.97,122.003,metalguitar
0.597,0.868,7.0,-5.096,1.0,0.0527,0.0214,0.0,0.664,0.709,160.022,metalguitar
0.407,0.876,8.0,-4.145,1.0,0.0529,0.000254,0.00265,0.215,0.521,116.335,metalguitar
0.47,0.796,8.0,-3.277,0.0,0.0336,0.362,1.11e-06,0.133,0.215,113.108,metalguitar
0.377,0.682,7.0,-8.039,1.0,0.0299,0.000894,0.00217,0.0504,0.288,108.736,metalguitar
0.304,0.91,2.0,-6.096,0.0,0.117,0.0524,3.61e-05,0.111,0.305,118.794,metalguitar
0.577,0.449,10.0,-13.809,1.0,0.0325,0.0141,6.44e-05,0.333,0.354,128.568,metalguitar
0.197,0.798,2.0,-7.334,1.0,0.0656,0.000545,0.414,0.187,0.525,175.068,metalguitar
0.487,0.905,11.0,-7.001,0.0,0.102,0.00535,0.00218,0.0647,0.685,117.417,metalguitar
0.16,0.982,0.0,-2.715,1.0,0.0761,2.8e-06,0.847,0.0996,0.216,83.458,metalguitar
0.373,0.895,2.0,-7.169,0.0,0.0889,1.93e-05,0.854,0.145,0.197,158.009,metalguitar
0.233,0.978,9.0,-5.064,1.0,0.133,0.000426,0.818,0.163,0.4,165.017,metalguitar
0.323,0.675,1.0,-7.056,0.0,0.0362,5.46e-05,0.961,0.284,0.279,143.042,metalguitar
